Times,Fold,T,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC,Confusion Matrix
6,3,0.0136,AFW-CIL_fixed,fixed_sigma_1.2,0.8889,0.4375,0.6236,0.5,0.7705,0.6632,"[[40, 5], [9, 7]]"
6,3,0.0166,PSO-AFW-CIL,"K=5,s1=0.257,s2=0.102,s3=0.405,s4=0.472",0.6222,0.8125,0.711,0.5652,0.6721,0.7174,"[[28, 17], [3, 13]]"
6,3,0.0325,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.7778,0.6875,0.7312,0.5946,0.7541,0.7326,"[[35, 10], [5, 11]]"
6,3,0.0391,SMOTE+PSO-AFW-CIL,"K=7,s1=0.435,s2=0.086,s3=0.293,s4=0.448",0.7333,0.75,0.7416,0.6,0.7377,0.7417,"[[33, 12], [4, 12]]"
6,4,0.0181,W-SVM,baseline,0.9111,0.25,0.4773,0.3333,0.7377,0.5806,"[[41, 4], [12, 4]]"
6,4,0.0241,SMOTE+W-SVM,borderline_smote,0.7778,0.375,0.5401,0.375,0.6721,0.5764,"[[35, 10], [10, 6]]"
6,4,0.0154,AFW-CIL_fixed,fixed_sigma_1.2,0.8444,0.3125,0.5137,0.3571,0.7049,0.5785,"[[38, 7], [11, 5]]"
6,4,0.0201,PSO-AFW-CIL,"K=7,s1=0.479,s2=0.056,s3=0.136,s4=0.770",0.6667,0.625,0.6455,0.4878,0.6557,0.6458,"[[30, 15], [6, 10]]"
6,4,0.0262,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.7778,0.375,0.5401,0.375,0.6721,0.5764,"[[35, 10], [10, 6]]"
6,4,0.0343,SMOTE+PSO-AFW-CIL,"K=7,s1=0.346,s2=0.039,s3=0.323,s4=0.116",0.5333,0.625,0.5774,0.4255,0.5574,0.5792,"[[24, 21], [6, 10]]"
6,5,0.0166,W-SVM,baseline,0.8222,0.375,0.5553,0.4,0.7049,0.5986,"[[37, 8], [10, 6]]"
6,5,0.0288,SMOTE+W-SVM,borderline_smote,0.7556,0.5625,0.6519,0.5,0.7049,0.659,"[[34, 11], [7, 9]]"
6,5,0.0141,AFW-CIL_fixed,fixed_sigma_1.2,0.7778,0.5,0.6236,0.4706,0.7049,0.6389,"[[35, 10], [8, 8]]"
6,5,0.0124,PSO-AFW-CIL,"K=7,s1=0.295,s2=0.148,s3=0.170,s4=0.805",0.5556,0.8125,0.6719,0.5306,0.623,0.684,"[[25, 20], [3, 13]]"
6,5,0.0346,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.4667,0.625,0.5401,0.4,0.5082,0.5458,"[[21, 24], [6, 10]]"
6,5,0.0374,SMOTE+PSO-AFW-CIL,"K=7,s1=0.063,s2=0.128,s3=0.233,s4=0.403",0.3778,0.8125,0.554,0.4561,0.4918,0.5951,"[[17, 28], [3, 13]]"
7,1,0.0182,W-SVM,baseline,0.9111,0.3529,0.5671,0.4444,0.7581,0.632,"[[41, 4], [11, 6]]"
7,1,0.0269,SMOTE+W-SVM,borderline_smote,0.6889,0.4706,0.5694,0.4103,0.629,0.5797,"[[31, 14], [9, 8]]"
7,1,0.0113,AFW-CIL_fixed,fixed_sigma_1.2,0.8222,0.3529,0.5387,0.3871,0.6935,0.5876,"[[37, 8], [11, 6]]"
7,1,0.0151,PSO-AFW-CIL,"K=8,s1=0.484,s2=0.577,s3=0.393,s4=0.584",1.0,0.0,0.0,0.0,0.7258,0.5,"[[45, 0], [17, 0]]"
7,1,0.0247,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.6889,0.4706,0.5694,0.4103,0.629,0.5797,"[[31, 14], [9, 8]]"
7,1,0.0251,SMOTE+PSO-AFW-CIL,"K=3,s1=0.342,s2=0.978,s3=0.500,s4=0.990",0.7556,0.5882,0.6667,0.5263,0.7097,0.6719,"[[34, 11], [7, 10]]"
7,2,0.0217,W-SVM,baseline,0.8667,0.375,0.5701,0.4286,0.7377,0.6208,"[[39, 6], [10, 6]]"
7,2,0.03,SMOTE+W-SVM,borderline_smote,0.6889,0.5625,0.6225,0.4615,0.6557,0.6257,"[[31, 14], [7, 9]]"
7,2,0.0119,AFW-CIL_fixed,fixed_sigma_1.2,0.7778,0.5,0.6236,0.4706,0.7049,0.6389,"[[35, 10], [8, 8]]"
7,2,0.0376,PSO-AFW-CIL,"K=7,s1=0.500,s2=0.691,s3=0.338,s4=0.914",0.8222,0.5625,0.6801,0.5455,0.7541,0.6924,"[[37, 8], [7, 9]]"
7,2,0.0235,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.5556,0.625,0.5893,0.4348,0.5738,0.5903,"[[25, 20], [6, 10]]"
7,2,0.0305,SMOTE+PSO-AFW-CIL,"K=7,s1=0.143,s2=0.151,s3=0.268,s4=0.773",0.7111,0.6875,0.6992,0.55,0.7049,0.6993,"[[32, 13], [5, 11]]"
7,3,0.016,W-SVM,baseline,0.9111,0.375,0.5845,0.4615,0.7705,0.6431,"[[41, 4], [10, 6]]"
7,3,0.0266,SMOTE+W-SVM,borderline_smote,0.6889,0.625,0.6562,0.5,0.6721,0.6569,"[[31, 14], [6, 10]]"
7,3,0.0126,AFW-CIL_fixed,fixed_sigma_1.2,0.8889,0.4375,0.6236,0.5,0.7705,0.6632,"[[40, 5], [9, 7]]"
7,3,0.0158,PSO-AFW-CIL,"K=8,s1=0.294,s2=0.010,s3=0.318,s4=0.824",0.6444,0.75,0.6952,0.5455,0.6721,0.6972,"[[29, 16], [4, 12]]"
7,3,0.026,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.6444,0.625,0.6346,0.4762,0.6393,0.6347,"[[29, 16], [6, 10]]"
7,3,0.0329,SMOTE+PSO-AFW-CIL,"K=9,s1=0.243,s2=0.040,s3=0.462,s4=0.687",0.6667,0.5625,0.6124,0.45,0.6393,0.6146,"[[30, 15], [7, 9]]"
7,4,0.0137,W-SVM,baseline,1.0,0.0,0.0,0.0,0.7377,0.5,"[[45, 0], [16, 0]]"
7,4,0.0218,SMOTE+W-SVM,borderline_smote,0.7333,0.5625,0.6423,0.4865,0.6885,0.6479,"[[33, 12], [7, 9]]"
7,4,0.0133,AFW-CIL_fixed,fixed_sigma_1.2,0.9111,0.375,0.5845,0.4615,0.7705,0.6431,"[[41, 4], [10, 6]]"
7,4,0.0191,PSO-AFW-CIL,"K=7,s1=0.169,s2=0.625,s3=0.062,s4=0.936",0.9111,0.375,0.5845,0.4615,0.7705,0.6431,"[[41, 4], [10, 6]]"
7,4,0.0306,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.6889,0.5,0.5869,0.4211,0.6393,0.5944,"[[31, 14], [8, 8]]"
7,4,0.0324,SMOTE+PSO-AFW-CIL,"K=7,s1=0.165,s2=0.010,s3=0.213,s4=0.712",0.6,0.625,0.6124,0.4545,0.6066,0.6125,"[[27, 18], [6, 10]]"
7,5,0.0206,W-SVM,baseline,0.8667,0.375,0.5701,0.4286,0.7377,0.6208,"[[39, 6], [10, 6]]"
7,5,0.0222,SMOTE+W-SVM,borderline_smote,0.7556,0.5,0.6146,0.4571,0.6885,0.6278,"[[34, 11], [8, 8]]"
7,5,0.0141,AFW-CIL_fixed,fixed_sigma_1.2,0.8667,0.4375,0.6158,0.4828,0.7541,0.6521,"[[39, 6], [9, 7]]"
7,5,0.0168,PSO-AFW-CIL,"K=6,s1=0.309,s2=0.010,s3=0.339,s4=0.771",0.7111,0.6875,0.6992,0.55,0.7049,0.6993,"[[32, 13], [5, 11]]"
7,5,0.0242,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.6667,0.5,0.5774,0.4103,0.623,0.5833,"[[30, 15], [8, 8]]"
7,5,0.0418,SMOTE+PSO-AFW-CIL,"K=3,s1=0.434,s2=0.407,s3=0.268,s4=0.049",0.7556,0.5625,0.6519,0.5,0.7049,0.659,"[[34, 11], [7, 9]]"
8,1,0.0144,W-SVM,baseline,1.0,0.0,0.0,0.0,0.7258,0.5,"[[45, 0], [17, 0]]"
8,1,0.0258,SMOTE+W-SVM,borderline_smote,0.7556,0.6471,0.6992,0.5641,0.7258,0.7013,"[[34, 11], [6, 11]]"
8,1,0.0135,AFW-CIL_fixed,fixed_sigma_1.2,0.8222,0.5294,0.6598,0.5294,0.7419,0.6758,"[[37, 8], [8, 9]]"
8,1,0.0134,PSO-AFW-CIL,"K=4,s1=0.046,s2=0.036,s3=0.203,s4=0.236",0.6889,0.7647,0.7258,0.5909,0.7097,0.7268,"[[31, 14], [4, 13]]"
8,1,0.0342,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.6667,0.6471,0.6568,0.5116,0.6613,0.6569,"[[30, 15], [6, 11]]"
8,1,0.0332,SMOTE+PSO-AFW-CIL,"K=8,s1=0.177,s2=0.460,s3=0.154,s4=0.990",0.7333,0.7059,0.7195,0.5854,0.7258,0.7196,"[[33, 12], [5, 12]]"
8,2,0.0168,W-SVM,baseline,0.9111,0.3125,0.5336,0.4,0.7541,0.6118,"[[41, 4], [11, 5]]"
8,2,0.0217,SMOTE+W-SVM,borderline_smote,0.8889,0.4375,0.6236,0.5,0.7705,0.6632,"[[40, 5], [9, 7]]"
8,2,0.0124,AFW-CIL_fixed,fixed_sigma_1.2,0.9111,0.375,0.5845,0.4615,0.7705,0.6431,"[[41, 4], [10, 6]]"
8,2,0.0153,PSO-AFW-CIL,"K=7,s1=0.249,s2=0.291,s3=0.250,s4=0.446",0.8667,0.4375,0.6158,0.4828,0.7541,0.6521,"[[39, 6], [9, 7]]"
8,2,0.0266,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.8889,0.4375,0.6236,0.5,0.7705,0.6632,"[[40, 5], [9, 7]]"
8,2,0.0262,SMOTE+PSO-AFW-CIL,"K=8,s1=0.477,s2=0.959,s3=0.231,s4=0.314",0.8889,0.4375,0.6236,0.5,0.7705,0.6632,"[[40, 5], [9, 7]]"
8,3,0.0205,W-SVM,baseline,0.9333,0.375,0.5916,0.48,0.7869,0.6542,"[[42, 3], [10, 6]]"
8,3,0.034,SMOTE+W-SVM,borderline_smote,0.8,0.6875,0.7416,0.6111,0.7705,0.7438,"[[36, 9], [5, 11]]"
8,3,0.0148,AFW-CIL_fixed,fixed_sigma_1.2,0.8889,0.5,0.6667,0.5517,0.7869,0.6944,"[[40, 5], [8, 8]]"
8,3,0.0137,PSO-AFW-CIL,"K=5,s1=0.302,s2=0.530,s3=0.099,s4=0.890",0.8444,0.6875,0.7619,0.6471,0.8033,0.766,"[[38, 7], [5, 11]]"
8,3,0.0331,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.6889,0.5625,0.6225,0.4615,0.6557,0.6257,"[[31, 14], [7, 9]]"
8,3,0.0532,SMOTE+PSO-AFW-CIL,"K=6,s1=0.227,s2=0.049,s3=0.223,s4=0.282",0.4889,0.9375,0.677,0.5556,0.6066,0.7132,"[[22, 23], [1, 15]]"
8,4,0.0165,W-SVM,baseline,0.8,0.1875,0.3873,0.2143,0.6393,0.4938,"[[36, 9], [13, 3]]"
8,4,0.0272,SMOTE+W-SVM,borderline_smote,0.6,0.5,0.5477,0.381,0.5738,0.55,"[[27, 18], [8, 8]]"
8,4,0.0138,AFW-CIL_fixed,fixed_sigma_1.2,0.7778,0.25,0.441,0.2667,0.6393,0.5139,"[[35, 10], [12, 4]]"
8,4,0.0237,PSO-AFW-CIL,"K=3,s1=0.348,s2=0.023,s3=0.120,s4=0.490",0.6889,0.5,0.5869,0.4211,0.6393,0.5944,"[[31, 14], [8, 8]]"
8,4,0.0243,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.5556,0.5,0.527,0.3636,0.541,0.5278,"[[25, 20], [8, 8]]"
8,4,0.0315,SMOTE+PSO-AFW-CIL,"K=10,s1=0.233,s2=0.147,s3=0.343,s4=0.276",0.5556,0.625,0.5893,0.4348,0.5738,0.5903,"[[25, 20], [6, 10]]"
8,5,0.0177,W-SVM,baseline,0.9333,0.375,0.5916,0.48,0.7869,0.6542,"[[42, 3], [10, 6]]"
8,5,0.0296,SMOTE+W-SVM,borderline_smote,0.6667,0.5,0.5774,0.4103,0.623,0.5833,"[[30, 15], [8, 8]]"
8,5,0.0145,AFW-CIL_fixed,fixed_sigma_1.2,0.8889,0.3125,0.527,0.3846,0.7377,0.6007,"[[40, 5], [11, 5]]"
8,5,0.0143,PSO-AFW-CIL,"K=8,s1=0.123,s2=0.032,s3=0.201,s4=0.338",0.7111,0.6875,0.6992,0.55,0.7049,0.6993,"[[32, 13], [5, 11]]"
8,5,0.023,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.6667,0.5,0.5774,0.4103,0.623,0.5833,"[[30, 15], [8, 8]]"
8,5,0.0263,SMOTE+PSO-AFW-CIL,"K=4,s1=0.500,s2=0.883,s3=0.137,s4=0.647",0.5778,0.5625,0.5701,0.4091,0.5738,0.5701,"[[26, 19], [7, 9]]"
9,1,0.0152,W-SVM,baseline,1.0,0.0,0.0,0.0,0.7258,0.5,"[[45, 0], [17, 0]]"
9,1,0.0303,SMOTE+W-SVM,borderline_smote,0.5778,0.6471,0.6114,0.4681,0.5968,0.6124,"[[26, 19], [6, 11]]"
9,1,0.0155,AFW-CIL_fixed,fixed_sigma_1.2,0.8667,0.4706,0.6386,0.5161,0.7581,0.6686,"[[39, 6], [9, 8]]"
9,1,0.0135,PSO-AFW-CIL,"K=8,s1=0.012,s2=0.971,s3=0.146,s4=0.488",0.8222,0.5294,0.6598,0.5294,0.7419,0.6758,"[[37, 8], [8, 9]]"
9,1,0.0338,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.6,0.5882,0.5941,0.4444,0.5968,0.5941,"[[27, 18], [7, 10]]"
9,1,0.0302,SMOTE+PSO-AFW-CIL,"K=7,s1=0.418,s2=0.378,s3=0.137,s4=0.493",0.6,0.5294,0.5636,0.4091,0.5806,0.5647,"[[27, 18], [8, 9]]"
9,2,0.0181,W-SVM,baseline,0.8889,0.25,0.4714,0.32,0.7213,0.5694,"[[40, 5], [12, 4]]"
9,2,0.0276,SMOTE+W-SVM,borderline_smote,0.6889,0.4375,0.549,0.3784,0.623,0.5632,"[[31, 14], [9, 7]]"
9,2,0.0127,AFW-CIL_fixed,fixed_sigma_1.2,0.8444,0.3125,0.5137,0.3571,0.7049,0.5785,"[[38, 7], [11, 5]]"
9,2,0.0185,PSO-AFW-CIL,"K=10,s1=0.355,s2=0.124,s3=0.366,s4=0.047",0.6667,0.5625,0.6124,0.45,0.6393,0.6146,"[[30, 15], [7, 9]]"
9,2,0.0334,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.7333,0.4375,0.5664,0.4,0.6557,0.5854,"[[33, 12], [9, 7]]"
9,2,0.0377,SMOTE+PSO-AFW-CIL,"K=8,s1=0.469,s2=0.686,s3=0.468,s4=0.255",0.7556,0.4375,0.5749,0.4118,0.6721,0.5965,"[[34, 11], [9, 7]]"
9,3,0.0181,W-SVM,baseline,0.8222,0.5,0.6412,0.5,0.7377,0.6611,"[[37, 8], [8, 8]]"
9,3,0.023,SMOTE+W-SVM,borderline_smote,0.7111,0.5,0.5963,0.4324,0.6557,0.6056,"[[32, 13], [8, 8]]"
9,3,0.0148,AFW-CIL_fixed,fixed_sigma_1.2,0.7778,0.5,0.6236,0.4706,0.7049,0.6389,"[[35, 10], [8, 8]]"
9,3,0.0156,PSO-AFW-CIL,"K=6,s1=0.224,s2=0.387,s3=0.360,s4=0.116",0.7333,0.5,0.6055,0.4444,0.6721,0.6167,"[[33, 12], [8, 8]]"
9,3,0.0354,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.7111,0.5,0.5963,0.4324,0.6557,0.6056,"[[32, 13], [8, 8]]"
9,3,0.0355,SMOTE+PSO-AFW-CIL,"K=6,s1=0.222,s2=0.963,s3=0.497,s4=0.652",0.7778,0.75,0.7638,0.6316,0.7705,0.7639,"[[35, 10], [4, 12]]"
9,4,0.0129,W-SVM,baseline,1.0,0.0,0.0,0.0,0.7377,0.5,"[[45, 0], [16, 0]]"
9,4,0.0259,SMOTE+W-SVM,borderline_smote,0.7111,0.5,0.5963,0.4324,0.6557,0.6056,"[[32, 13], [8, 8]]"
9,4,0.0134,AFW-CIL_fixed,fixed_sigma_1.2,0.9556,0.375,0.5986,0.5,0.8033,0.6653,"[[43, 2], [10, 6]]"
9,4,0.0156,PSO-AFW-CIL,"K=4,s1=0.471,s2=0.412,s3=0.236,s4=0.618",0.9111,0.5,0.6749,0.5714,0.8033,0.7056,"[[41, 4], [8, 8]]"
9,4,0.0329,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.7111,0.5,0.5963,0.4324,0.6557,0.6056,"[[32, 13], [8, 8]]"
9,4,0.0428,SMOTE+PSO-AFW-CIL,"K=6,s1=0.342,s2=0.207,s3=0.447,s4=0.886",0.7778,0.5625,0.6614,0.5143,0.7213,0.6701,"[[35, 10], [7, 9]]"
9,5,0.018,W-SVM,baseline,1.0,0.0,0.0,0.0,0.7377,0.5,"[[45, 0], [16, 0]]"
9,5,0.0212,SMOTE+W-SVM,borderline_smote,0.7333,0.625,0.677,0.5263,0.7049,0.6792,"[[33, 12], [6, 10]]"
9,5,0.0151,AFW-CIL_fixed,fixed_sigma_1.2,0.8889,0.375,0.5774,0.4444,0.7541,0.6319,"[[40, 5], [10, 6]]"
9,5,0.0235,PSO-AFW-CIL,"K=11,s1=0.500,s2=0.056,s3=0.181,s4=0.215",0.7333,0.75,0.7416,0.6,0.7377,0.7417,"[[33, 12], [4, 12]]"
9,5,0.0247,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.6667,0.5625,0.6124,0.45,0.6393,0.6146,"[[30, 15], [7, 9]]"
9,5,0.0219,SMOTE+PSO-AFW-CIL,"K=11,s1=0.166,s2=0.990,s3=0.500,s4=0.010",0.5333,0.625,0.5774,0.4255,0.5574,0.5792,"[[24, 21], [6, 10]]"
10,1,0.0159,W-SVM,baseline,0.8889,0.4118,0.605,0.4828,0.7581,0.6503,"[[40, 5], [10, 7]]"
10,1,0.0287,SMOTE+W-SVM,borderline_smote,0.7333,0.5882,0.6568,0.5128,0.6935,0.6608,"[[33, 12], [7, 10]]"
10,1,0.0161,AFW-CIL_fixed,fixed_sigma_1.2,0.8444,0.5294,0.6686,0.5455,0.7581,0.6869,"[[38, 7], [8, 9]]"
10,1,0.0157,PSO-AFW-CIL,"K=4,s1=0.031,s2=0.095,s3=0.010,s4=0.743",0.6222,0.8235,0.7158,0.5833,0.6774,0.7229,"[[28, 17], [3, 14]]"
10,1,0.0266,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.6,0.6471,0.6231,0.4783,0.6129,0.6235,"[[27, 18], [6, 11]]"
10,1,0.0329,SMOTE+PSO-AFW-CIL,"K=5,s1=0.112,s2=0.311,s3=0.092,s4=0.458",0.7333,0.8235,0.7771,0.6512,0.7581,0.7784,"[[33, 12], [3, 14]]"
10,2,0.0161,W-SVM,baseline,0.8222,0.375,0.5553,0.4,0.7049,0.5986,"[[37, 8], [10, 6]]"
10,2,0.0247,SMOTE+W-SVM,borderline_smote,0.6667,0.5,0.5774,0.4103,0.623,0.5833,"[[30, 15], [8, 8]]"
10,2,0.0161,AFW-CIL_fixed,fixed_sigma_1.2,0.8667,0.3125,0.5204,0.3704,0.7213,0.5896,"[[39, 6], [11, 5]]"
10,2,0.0194,PSO-AFW-CIL,"K=4,s1=0.252,s2=0.044,s3=0.500,s4=0.516",0.7556,0.625,0.6872,0.5405,0.7213,0.6903,"[[34, 11], [6, 10]]"
10,2,0.031,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.5333,0.4375,0.483,0.3182,0.5082,0.4854,"[[24, 21], [9, 7]]"
10,2,0.0235,SMOTE+PSO-AFW-CIL,"K=8,s1=0.091,s2=0.989,s3=0.052,s4=0.936",0.6,0.5,0.5477,0.381,0.5738,0.55,"[[27, 18], [8, 8]]"
10,3,0.0134,W-SVM,baseline,1.0,0.0,0.0,0.0,0.7377,0.5,"[[45, 0], [16, 0]]"
10,3,0.0231,SMOTE+W-SVM,borderline_smote,0.7556,0.6875,0.7207,0.5789,0.7377,0.7215,"[[34, 11], [5, 11]]"
10,3,0.0192,AFW-CIL_fixed,fixed_sigma_1.2,0.8444,0.5625,0.6892,0.5625,0.7705,0.7035,"[[38, 7], [7, 9]]"
10,3,0.0141,PSO-AFW-CIL,"K=5,s1=0.471,s2=0.216,s3=0.343,s4=0.799",0.8889,0.625,0.7454,0.6452,0.8197,0.7569,"[[40, 5], [6, 10]]"
10,3,0.0252,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.6444,0.6875,0.6656,0.5116,0.6557,0.666,"[[29, 16], [5, 11]]"
10,3,0.0334,SMOTE+PSO-AFW-CIL,"K=11,s1=0.154,s2=0.196,s3=0.086,s4=0.692",0.7778,0.625,0.6972,0.5556,0.7377,0.7014,"[[35, 10], [6, 10]]"
10,4,0.0164,W-SVM,baseline,0.9333,0.25,0.483,0.3478,0.7541,0.5917,"[[42, 3], [12, 4]]"
10,4,0.0199,SMOTE+W-SVM,borderline_smote,0.8222,0.375,0.5553,0.4,0.7049,0.5986,"[[37, 8], [10, 6]]"
10,4,0.0154,AFW-CIL_fixed,fixed_sigma_1.2,0.8889,0.3125,0.527,0.3846,0.7377,0.6007,"[[40, 5], [11, 5]]"
10,4,0.0138,PSO-AFW-CIL,"K=11,s1=0.166,s2=0.068,s3=0.225,s4=0.203",0.6,0.5,0.5477,0.381,0.5738,0.55,"[[27, 18], [8, 8]]"
10,4,0.0218,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.8222,0.375,0.5553,0.4,0.7049,0.5986,"[[37, 8], [10, 6]]"
10,4,0.0287,SMOTE+PSO-AFW-CIL,"K=9,s1=0.020,s2=0.365,s3=0.310,s4=0.464",0.7111,0.4375,0.5578,0.3889,0.6393,0.5743,"[[32, 13], [9, 7]]"
10,5,0.0157,W-SVM,baseline,0.8889,0.3125,0.527,0.3846,0.7377,0.6007,"[[40, 5], [11, 5]]"
10,5,0.0242,SMOTE+W-SVM,borderline_smote,0.4667,0.625,0.5401,0.4,0.5082,0.5458,"[[21, 24], [6, 10]]"
10,5,0.0167,AFW-CIL_fixed,fixed_sigma_1.2,0.8667,0.3125,0.5204,0.3704,0.7213,0.5896,"[[39, 6], [11, 5]]"
10,5,0.0142,PSO-AFW-CIL,"K=4,s1=0.010,s2=0.010,s3=0.214,s4=0.561",0.6667,0.75,0.7071,0.5581,0.6885,0.7083,"[[30, 15], [4, 12]]"
10,5,0.0249,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.5111,0.625,0.5652,0.4167,0.541,0.5681,"[[23, 22], [6, 10]]"
10,5,0.0262,SMOTE+PSO-AFW-CIL,"K=9,s1=0.062,s2=0.922,s3=0.235,s4=0.420",0.4667,0.5625,0.5123,0.3673,0.4918,0.5146,"[[21, 24], [7, 9]]"
